gene_ENS	gene_OTT	gene_name	logFC	unshrunk.logFC	logCPM	PValue	FDR	gl
ENSMUSG00000108935.1	OTTMUSG00000059287.1	4930588G17Rik	-0.339650817460451	-0.340755922529313	-0.146791370652184	0.820776959042988	1	Not regulated
ENSMUSG00000097343.2	OTTMUSG00000059288.1	9030407P20Rik	0.0285629062369948	0.0286544612720583	1.20504083760884	0.98179231864873	1	Not regulated
ENSMUSG00000046096.7	OTTMUSG00000059289.1	Mosmo	0.191313636217755	0.191377387010149	3.53688522111287	0.995159086247212	1	Not regulated
ENSMUSG00000108830.1	OTTMUSG00000059293.1	Gm44661	0.0814840493548381	0.0815407910164411	2.45880831660954	0.910707304458478	1	Not regulated
ENSMUSG00000030889.14	OTTMUSG00000036605.3	Vwa3a	0.152072934826647	0.152086431505697	5.17373649266536	0.88839993953095	1	Not regulated
ENSMUSG00000035064.17	OTTMUSG00000026126.3	Eef2k	0.445962275507493	0.446021991401579	4.8260707630316	0.755439068360897	1	Not regulated
ENSMUSG00000030880.14	OTTMUSG00000059323.1	Polr3e	0.100108218817567	0.100112450788229	6.39546684776162	0.999950535308818	1	Not regulated
ENSMUSG00000030878.11	OTTMUSG00000027358.2	Cdr2	-0.111845977144444	-0.111850906854449	6.35358875969904	0.999999987399836	1	Not regulated
ENSMUSG00000030877.11	OTTMUSG00000027361.3	Mfsd13b	0.133040332906756	0.133045820377915	6.34757222981315	0.998877605255914	1	Not regulated
ENSMUSG00000053358.2	OTTMUSG00000059377.1	Gm9905	-0.139078034992559	-0.139245565658907	1.47472489450797	0.948778757080188	1	Not regulated
ENSMUSG00000030876.7	OTTMUSG00000059378.1	Mettl9	-0.0159659066173701	-0.0159757830980285	2.49058628753455	0.99987479183096	1	Not regulated
ENSMUSG00000034990.15	OTTMUSG00000036710.4	Otoa	0.311887952476757	0.313218823321625	-0.462424351204751	0.629869134974729	1	Not regulated
ENSMUSG00000108627.1	OTTMUSG00000058092.1	Gm45079	-0.0726829047656688	-0.0727846828457092	1.43984019817208	0.935818751202116	1	Not regulated
ENSMUSG00000108811.1	OTTMUSG00000058096.1	4933432K03Rik	-0.0874554648826693	-0.0874606922599757	5.98234434514026	0.999995423774946	1	Not regulated
ENSMUSG00000108409.1	OTTMUSG00000058097.1	1700025J12Rik	-0.274424343177058	-0.274850161216556	1.31687016697522	0.818823210550804	1	Not regulated
ENSMUSG00000063317.7	OTTMUSG00000058098.1	Usp31	-0.15568915040203	-0.155716402311066	4.31364692318244	0.999019167283512	1	Not regulated
ENSMUSG00000053081.3	OTTMUSG00000045303.1	1700069B07Rik	-0.385609878456801	-0.387543338399096	-0.294648617965892	0.510173506295947	1	Not regulated
ENSMUSG00000034951.10	OTTMUSG00000026116.2	Cog7	-0.00787322604277095	-0.0078734601686285	6.92080441436819	0.999999962513384	1	Not regulated
ENSMUSG00000108511.1	OTTMUSG00000058101.1	Gm44987	0.0877352204443773	0.0879845914360464	0.0562701862307217	0.937625987595849	1	Not regulated
ENSMUSG00000030872.14	OTTMUSG00000025491.1	Gga2	-0.140955044305965	-0.141028056442792	2.7886996837777	0.947939288855211	1	Not regulated
ENSMUSG00000030871.11	OTTMUSG00000025467.1	Ears2	-0.0930504392860337	-0.0931163134847079	2.66904129641292	0.985438192334316	1	Not regulated
ENSMUSG00000030870.12	OTTMUSG00000025468.4	Ubfd1	-0.0586649131047694	-0.0586761159043034	4.46044894915273	0.99999321277068	1	Not regulated
ENSMUSG00000030869.11	OTTMUSG00000026510.8	Ndufab1	0.00205857237585103	0.00205963944675798	4.35388813379363	0.998963046921189	1	Not regulated
